,PanelA_A,PanelA_B,PanelB_A,PanelB_B,PanelC_A,PanelC_B,PanelD_A,PanelD_B,PanelE_A,PanelE_B,PanelF_A,PanelF_B,PanelF_C,PanelF_D,PanelG_A,PanelG_B,PanelG_C,PanelG_D,PanelH_A,PanelH_B,PanelH_C,PanelH_D,PanelH_E,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor1*Sensor1,Sensor1*Sensor2,Sensor1*Sensor3,Sensor1*Sensor4,Sensor1*Sensor5,Sensor1*Sensor6,Sensor1*Sensor7,Sensor1*Sensor8,Sensor2*Sensor2,Sensor2*Sensor3,Sensor2*Sensor4,Sensor2*Sensor5,Sensor2*Sensor6,Sensor2*Sensor7,Sensor2*Sensor8,Sensor3*Sensor3,Sensor3*Sensor4,Sensor3*Sensor5,Sensor3*Sensor6,Sensor3*Sensor7,Sensor3*Sensor8,Sensor4*Sensor4,Sensor4*Sensor5,Sensor4*Sensor6,Sensor4*Sensor7,Sensor4*Sensor8,Sensor5*Sensor5,Sensor5*Sensor6,Sensor5*Sensor7,Sensor5*Sensor8,Sensor6*Sensor6,Sensor6*Sensor7,Sensor6*Sensor8,Sensor7*Sensor7,Sensor7*Sensor8,Sensor8*Sensor8,Target
962,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.56,1.77,116.16,2.0,3.0,2.0,1.4,1.0,464.83359999999993,38.1612,2504.4096,43.12,64.67999999999999,43.12,30.183999999999997,21.56,3.1329000000000002,205.6032,3.54,5.3100000000000005,3.54,2.4779999999999998,1.77,13493.1456,232.32,348.48,232.32,162.624,116.16,4.0,6.0,4.0,2.8,2.0,9.0,6.0,4.199999999999999,3.0,4.0,2.8,2.0,1.9599999999999997,1.4,1.0,3
963,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.46,1.7,75.0,2.16,3.0,2.15,1.08,1.5,550.3716000000001,39.882,1759.5,50.67360000000001,70.38,50.439,25.336800000000004,35.19,2.8899999999999997,127.5,3.672,5.1,3.655,1.836,2.55,5625.0,162.0,225.0,161.25,81.0,112.5,4.6656,6.48,4.644,2.3328,3.24,9.0,6.449999999999999,3.24,4.5,4.6225,2.322,3.2249999999999996,1.1664,1.62,2.25,5
964,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.63,111.86,3.0,3.0,2.58,0.0,0.23,676.0,42.379999999999995,2908.36,78.0,78.0,67.08,0.0,5.98,2.6569,182.3318,4.89,4.89,4.2054,0.0,0.3749,12512.659599999999,335.58,335.58,288.5988,0.0,25.727800000000002,9.0,9.0,7.74,0.0,0.6900000000000001,9.0,7.74,0.0,0.6900000000000001,6.6564000000000005,0.0,0.5934,0.0,0.0,0.0529,4
965,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,17.04,1.71,51.59,2.0,2.06,2.37,0.29,0.71,290.36159999999995,29.138399999999997,879.0936,34.08,35.102399999999996,40.3848,4.941599999999999,12.098399999999998,2.9240999999999997,88.2189,3.42,3.5226,4.0527,0.49589999999999995,1.2141,2661.5281000000004,103.18,106.2754,122.26830000000001,14.9611,36.6289,4.0,4.12,4.74,0.58,1.42,4.2436,4.8822,0.5973999999999999,1.4626,5.6169,0.6873,1.6827,0.0841,0.20589999999999997,0.5041,0
967,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,34.58,1.73,103.67,2.5,2.05,1.0,1.75,0.0,1195.7764,59.8234,3584.9085999999998,86.44999999999999,70.889,34.58,60.515,0.0,2.9929,179.3491,4.325,3.5464999999999995,1.73,3.0275,0.0,10747.4689,259.175,212.52349999999998,103.67,181.4225,0.0,6.25,5.125,2.5,4.375,0.0,4.2025,2.05,3.5874999999999995,0.0,1.0,1.75,0.0,3.0625,0.0,0.0,3
968,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,20.0,1.62,45.0,3.0,3.0,1.0,1.0,0.0,400.0,32.400000000000006,900.0,60.0,60.0,20.0,20.0,0.0,2.6244000000000005,72.9,4.86,4.86,1.62,1.62,0.0,2025.0,135.0,135.0,45.0,45.0,0.0,9.0,9.0,3.0,3.0,0.0,9.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
969,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,41.32,1.54,77.05,2.0,3.0,2.09,0.0,0.0,1707.3424,63.6328,3183.706,82.64,123.96000000000001,86.35879999999999,0.0,0.0,2.3716,118.657,3.08,4.62,3.2186,0.0,0.0,5936.702499999999,154.1,231.14999999999998,161.03449999999998,0.0,0.0,4.0,6.0,4.18,0.0,0.0,9.0,6.27,0.0,0.0,4.368099999999999,0.0,0.0,0.0,0.0,0.0,2
970,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,30.35,1.86,123.72,2.0,3.0,2.29,1.03,0.0,921.1225000000001,56.45100000000001,3754.902,60.7,91.05000000000001,69.50150000000001,31.260500000000004,0.0,3.4596000000000005,230.1192,3.72,5.58,4.2594,1.9158000000000002,0.0,15306.6384,247.44,371.15999999999997,283.3188,127.4316,0.0,4.0,6.0,4.58,2.06,0.0,9.0,6.87,3.09,0.0,5.2441,2.3587000000000002,0.0,1.0609,0.0,0.0,3
972,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.9,1.74,133.28,3.0,3.0,2.68,1.47,0.8,357.2099999999999,32.885999999999996,2518.9919999999997,56.699999999999996,56.699999999999996,50.652,27.782999999999998,15.12,3.0276,231.9072,5.22,5.22,4.663200000000001,2.5578,1.3920000000000001,17763.5584,399.84000000000003,399.84000000000003,357.1904,195.9216,106.62400000000001,9.0,9.0,8.040000000000001,4.41,2.4000000000000004,9.0,8.040000000000001,4.41,2.4000000000000004,7.182400000000001,3.9396,2.144,2.1609,1.176,0.6400000000000001,4
974,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.2,1.65,88.47,2.43,1.0,3.0,1.17,1.0,449.44,34.98,1875.5639999999999,51.516,21.2,63.599999999999994,24.804,21.2,2.7224999999999997,145.97549999999998,4.0095,1.65,4.949999999999999,1.9304999999999999,1.65,7826.9409,214.9821,88.47,265.40999999999997,103.50989999999999,88.47,5.9049000000000005,2.43,7.290000000000001,2.8431,2.43,1.0,3.0,1.17,1.0,9.0,3.51,3.0,1.3688999999999998,1.17,1.0,2
975,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.96,1.48,62.89,2.0,1.68,1.83,0.28,0.58,482.24160000000006,32.5008,1381.0644,43.92,36.8928,40.186800000000005,6.1488000000000005,12.736799999999999,2.1904,93.0772,2.96,2.4863999999999997,2.7084,0.41440000000000005,0.8583999999999999,3955.1521000000002,125.78,105.6552,115.0887,17.6092,36.4762,4.0,3.36,3.66,0.56,1.16,2.8223999999999996,3.0744,0.47040000000000004,0.9743999999999999,3.3489000000000004,0.5124000000000001,1.0614,0.07840000000000001,0.16240000000000002,0.3364,6
976,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.78,1.66,120.75,3.0,3.0,1.91,0.22,0.78,518.9284,37.8148,2750.685,68.34,68.34,43.5098,5.0116000000000005,17.7684,2.7556,200.445,4.9799999999999995,4.9799999999999995,3.1706,0.36519999999999997,1.2948,14580.5625,362.25,362.25,230.6325,26.565,94.185,9.0,9.0,5.7299999999999995,0.66,2.34,9.0,5.7299999999999995,0.66,2.34,3.6481,0.42019999999999996,1.4898,0.0484,0.1716,0.6084,4
977,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,18.0,1.5,50.0,3.0,3.0,2.0,0.0,1.0,324.0,27.0,900.0,54.0,54.0,36.0,0.0,18.0,2.25,75.0,4.5,4.5,3.0,0.0,1.5,2500.0,150.0,150.0,100.0,0.0,50.0,9.0,9.0,6.0,0.0,3.0,9.0,6.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,1
978,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.36,1.72,85.26,2.0,2.68,2.08,0.63,0.99,593.4096,41.8992,2076.9336000000003,48.72,65.2848,50.6688,15.3468,24.1164,2.9583999999999997,146.6472,3.44,4.6096,3.5776,1.0836,1.7027999999999999,7269.267600000001,170.52,228.49680000000004,177.34080000000003,53.713800000000006,84.40740000000001,4.0,5.36,4.16,1.26,1.98,7.182400000000001,5.574400000000001,1.6884000000000001,2.6532,4.3264000000000005,1.3104,2.0592,0.39690000000000003,0.6237,0.9801,6
979,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,34.2,1.66,80.39,2.0,3.0,2.64,0.29,1.5,1169.64,56.772,2749.338,68.4,102.60000000000001,90.28800000000001,9.918,51.300000000000004,2.7556,133.4474,3.32,4.9799999999999995,4.3824,0.48139999999999994,2.4899999999999998,6462.5521,160.78,241.17000000000002,212.2296,23.3131,120.58500000000001,4.0,6.0,5.28,0.58,3.0,9.0,7.92,0.8699999999999999,4.5,6.969600000000001,0.7656,3.96,0.0841,0.43499999999999994,2.25,6
980,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,37.36,1.56,77.27,2.0,3.0,1.63,0.0,0.0,1395.7695999999999,58.281600000000005,2886.8071999999997,74.72,112.08,60.89679999999999,0.0,0.0,2.4336,120.5412,3.12,4.68,2.5427999999999997,0.0,0.0,5970.652899999999,154.54,231.81,125.95009999999999,0.0,0.0,4.0,6.0,3.26,0.0,0.0,9.0,4.89,0.0,0.0,2.6569,0.0,0.0,0.0,0.0,0.0,2
981,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.81,108.8,2.0,1.25,2.12,1.0,0.74,324.0,32.58,1958.3999999999999,36.0,22.5,38.160000000000004,18.0,13.32,3.2761,196.928,3.62,2.2625,3.8372,1.81,1.3394,11837.439999999999,217.6,136.0,230.656,108.8,80.512,4.0,2.5,4.24,2.0,1.48,1.5625,2.6500000000000004,1.25,0.925,4.494400000000001,2.12,1.5688,1.0,0.74,0.5476,2
982,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,31.21,1.88,127.16,2.73,3.0,1.49,1.49,1.15,974.0641,58.6748,3968.6636,85.2033,93.63,46.502900000000004,46.502900000000004,35.8915,3.5343999999999998,239.06079999999997,5.1324,5.64,2.8011999999999997,2.8011999999999997,2.162,16169.665599999998,347.1468,381.48,189.4684,189.4684,146.23399999999998,7.4529,8.19,4.0677,4.0677,3.1395,9.0,4.47,4.47,3.4499999999999997,2.2201,2.2201,1.7134999999999998,2.2201,1.7134999999999998,1.3224999999999998,3
983,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.83,1.72,94.09,2.0,2.97,2.0,0.0,1.28,476.54889999999995,37.547599999999996,2053.9847,43.66,64.8351,43.66,0.0,27.9424,2.9583999999999997,161.8348,3.44,5.1084000000000005,3.44,0.0,2.2016,8852.928100000001,188.18,279.44730000000004,188.18,0.0,120.43520000000001,4.0,5.94,4.0,0.0,2.56,8.820900000000002,5.94,0.0,3.8016000000000005,4.0,0.0,2.56,0.0,0.0,1.6384,2
985,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.81,108.83,2.0,1.25,2.42,1.0,1.55,324.0,32.58,1958.94,36.0,22.5,43.56,18.0,27.900000000000002,3.2761,196.9823,3.62,2.2625,4.3802,1.81,2.8055000000000003,11843.9689,217.66,136.0375,263.3686,108.83,168.6865,4.0,2.5,4.84,2.0,3.1,1.5625,3.025,1.25,1.9375,5.8564,2.42,3.751,1.0,1.55,2.4025000000000003,2
986,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.0,1.71,75.48,3.0,3.65,1.23,0.79,1.6,529.0,39.33,1736.0400000000002,69.0,83.95,28.29,18.17,36.800000000000004,2.9240999999999997,129.0708,5.13,6.241499999999999,2.1033,1.3509,2.736,5697.2304,226.44,275.502,92.8404,59.629200000000004,120.76800000000001,9.0,10.95,3.69,2.37,4.800000000000001,13.3225,4.4895,2.8835,5.84,1.5129,0.9717,1.968,0.6241000000000001,1.2640000000000002,2.5600000000000005,5
987,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,21.0,1.62,70.0,2.0,1.0,3.0,1.0,0.0,441.0,34.02,1470.0,42.0,21.0,63.0,21.0,0.0,2.6244000000000005,113.4,3.24,1.62,4.86,1.62,0.0,4900.0,140.0,70.0,210.0,70.0,0.0,4.0,2.0,6.0,2.0,0.0,1.0,3.0,1.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,5
988,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,27.47,1.84,120.42,2.77,3.0,2.87,0.71,0.68,754.6008999999999,50.5448,3307.9374,76.0919,82.41,78.8389,19.5037,18.6796,3.3856,221.5728,5.0968,5.5200000000000005,5.2808,1.3064,1.2512,14500.9764,333.5634,361.26,345.60540000000003,85.4982,81.88560000000001,7.6729,8.31,7.9499,1.9667,1.8836000000000002,9.0,8.61,2.13,2.04,8.2369,2.0377,1.9516000000000002,0.5041,0.4828,0.4624000000000001,3
989,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,23.0,1.84,58.85,3.0,3.0,2.03,1.66,0.11,529.0,42.32,1353.55,69.0,69.0,46.69,38.18,2.53,3.3856,108.284,5.5200000000000005,5.5200000000000005,3.7352,3.0544,0.2024,3463.3225,176.55,176.55,119.46549999999999,97.691,6.4735000000000005,9.0,9.0,6.09,4.9799999999999995,0.33,9.0,6.09,4.9799999999999995,0.33,4.120899999999999,3.3697999999999997,0.22329999999999997,2.7556,0.18259999999999998,0.0121,0
990,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.0,1.72,81.67,2.0,1.73,1.4,0.89,1.01,529.0,39.56,1878.41,46.0,39.79,32.199999999999996,20.47,23.23,2.9583999999999997,140.4724,3.44,2.9756,2.408,1.5308,1.7372,6669.9889,163.34,141.2891,114.338,72.6863,82.4867,4.0,3.46,2.8,1.78,2.02,2.9929,2.4219999999999997,1.5397,1.7473,1.9599999999999997,1.246,1.414,0.7921,0.8989,1.0201,6
992,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.17,1.62,68.91,1.19,3.27,2.04,0.78,1.04,448.16890000000006,34.29540000000001,1458.8247000000001,25.1923,69.22590000000001,43.186800000000005,16.512600000000003,22.016800000000003,2.6244000000000005,111.6342,1.9278,5.2974000000000006,3.3048,1.2636,1.6848,4748.5881,82.0029,225.3357,140.5764,53.7498,71.6664,1.4161,3.8912999999999998,2.4276,0.9282,1.2376,10.6929,6.6708,2.5506,3.4008000000000003,4.1616,1.5912000000000002,2.1216,0.6084,0.8112,1.0816000000000001,5
993,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.03,1.75,80.0,2.0,2.79,2.38,0.1,0.11,325.08090000000004,31.552500000000002,1442.4,36.06,50.303700000000006,42.9114,1.8030000000000002,1.9833,3.0625,140.0,3.5,4.8825,4.165,0.17500000000000002,0.1925,6400.0,160.0,223.2,190.39999999999998,8.0,8.8,4.0,5.58,4.76,0.2,0.22,7.7841000000000005,6.6402,0.279,0.3069,5.6644,0.238,0.2618,0.010000000000000002,0.011000000000000001,0.0121,5
994,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.65,1.66,110.92,3.0,3.0,1.6,0.03,0.2,657.9224999999999,42.57899999999999,2845.098,76.94999999999999,76.94999999999999,41.04,0.7695,5.13,2.7556,184.1272,4.9799999999999995,4.9799999999999995,2.656,0.0498,0.332,12303.2464,332.76,332.76,177.472,3.3276,22.184,9.0,9.0,4.800000000000001,0.09,0.6000000000000001,9.0,4.800000000000001,0.09,0.6000000000000001,2.5600000000000005,0.048,0.32000000000000006,0.0009,0.006,0.04000000000000001,4
995,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.97,1.7,95.0,2.0,3.0,2.13,1.03,1.08,527.6208999999999,39.049,2182.15,45.94,68.91,48.9261,23.6591,24.8076,2.8899999999999997,161.5,3.4,5.1,3.6209999999999996,1.751,1.836,9025.0,190.0,285.0,202.35,97.85000000000001,102.60000000000001,4.0,6.0,4.26,2.06,2.16,9.0,6.39,3.09,3.24,4.536899999999999,2.1938999999999997,2.3004000000000002,1.0609,1.1124,1.1664,2
996,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,19.0,1.8,70.0,3.0,3.0,1.0,2.0,0.0,361.0,34.2,1330.0,57.0,57.0,19.0,38.0,0.0,3.24,126.0,5.4,5.4,1.8,3.6,0.0,4900.0,210.0,210.0,70.0,140.0,0.0,9.0,9.0,3.0,6.0,0.0,9.0,3.0,6.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1
998,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.0,1.74,94.0,2.0,3.0,2.0,0.0,0.0,484.0,38.28,2068.0,44.0,66.0,44.0,0.0,0.0,3.0276,163.56,3.48,5.22,3.48,0.0,0.0,8836.0,188.0,282.0,188.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,9.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2
999,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,29.15,1.77,87.07,1.6,3.62,1.27,1.5,0.37,849.7225,51.5955,2538.0905,46.64,105.523,37.0205,43.724999999999994,10.785499999999999,3.1329000000000002,154.1139,2.8320000000000003,6.4074,2.2479,2.6550000000000002,0.6549,7581.184899999998,139.31199999999998,315.1934,110.57889999999999,130.605,32.2159,2.5600000000000005,5.792000000000001,2.032,2.4000000000000004,0.592,13.1044,4.5974,5.43,1.3394,1.6129,1.905,0.4699,2.25,0.5549999999999999,0.1369,5
1001,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.27,1.82,47.12,3.0,3.29,2.15,2.46,1.27,264.7129,29.6114,766.6424,48.81,53.5283,34.9805,40.0242,20.6629,3.3124000000000002,85.7584,5.46,5.9878,3.913,4.4772,2.3114,2220.2943999999998,141.35999999999999,155.0248,101.30799999999999,115.9152,59.8424,9.0,9.870000000000001,6.449999999999999,7.38,3.81,10.8241,7.0735,8.0934,4.1783,4.6225,5.289,2.7304999999999997,6.0516,3.1242,1.6129,0
1002,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16.37,1.61,66.74,2.21,1.0,2.0,0.95,1.77,267.97690000000006,26.355700000000002,1092.5338,36.1777,16.37,32.74,15.5515,28.9749,2.5921000000000003,107.45139999999999,3.5581,1.61,3.22,1.5295,2.8497000000000003,4454.227599999999,147.4954,66.74,133.48,63.40299999999999,118.12979999999999,4.8841,2.21,4.42,2.0995,3.9117,1.0,2.0,0.95,1.77,4.0,1.9,3.54,0.9025,1.6815,3.1329000000000002,5
1003,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.69,1.67,112.98,3.0,3.0,2.89,0.31,0.21,609.5961000000001,41.2323,2789.4762,74.07000000000001,74.07000000000001,71.3541,7.6539,5.1849,2.7889,188.6766,5.01,5.01,4.8263,0.5176999999999999,0.35069999999999996,12764.4804,338.94,338.94,326.5122,35.0238,23.7258,9.0,9.0,8.67,0.9299999999999999,0.63,9.0,8.67,0.9299999999999999,0.63,8.3521,0.8959,0.6069,0.0961,0.06509999999999999,0.04409999999999999,4
1004,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.72,52.29,1.2,3.0,1.93,0.02,1.75,324.0,30.96,941.22,21.599999999999998,54.0,34.74,0.36,31.5,2.9583999999999997,89.9388,2.064,5.16,3.3196,0.0344,3.01,2734.2441,62.748,156.87,100.91969999999999,1.0458,91.5075,1.44,3.5999999999999996,2.316,0.024,2.1,9.0,5.79,0.06,5.25,3.7249,0.0386,3.3775,0.0004,0.035,3.0625,0
1005,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,18.0,1.62,50.0,3.0,3.0,1.0,0.0,0.0,324.0,29.160000000000004,900.0,54.0,54.0,18.0,0.0,0.0,2.6244000000000005,81.0,4.86,4.86,1.62,0.0,0.0,2500.0,150.0,150.0,50.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1007,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,19.72,1.73,50.0,1.12,4.0,1.0,1.3,0.37,388.87839999999994,34.1156,986.0,22.0864,78.88,19.72,25.636,7.296399999999999,2.9929,86.5,1.9376000000000002,6.92,1.73,2.249,0.6401,2500.0,56.00000000000001,200.0,50.0,65.0,18.5,1.2544000000000002,4.48,1.12,1.4560000000000002,0.41440000000000005,16.0,4.0,5.2,1.48,1.0,1.3,0.37,1.6900000000000002,0.481,0.1369,0
1008,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17.21,1.82,58.33,2.56,4.0,2.0,2.0,0.33,296.18410000000006,31.322200000000002,1003.8593000000001,44.0576,68.84,34.42,34.42,5.6793000000000005,3.3124000000000002,106.1606,4.6592,7.28,3.64,3.64,0.6006,3402.3889,149.3248,233.32,116.66,116.66,19.2489,6.5536,10.24,5.12,5.12,0.8448000000000001,16.0,8.0,8.0,1.32,4.0,4.0,0.66,4.0,0.66,0.10890000000000001,0
1009,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,29.79,1.7,102.59,2.65,1.08,1.35,0.33,0.39,887.4440999999999,50.643,3056.1561,78.9435,32.1732,40.2165,9.8307,11.6181,2.8899999999999997,174.403,4.505,1.836,2.295,0.561,0.663,10524.7081,271.8635,110.79720000000002,138.49650000000003,33.8547,40.0101,7.0225,2.862,3.5775,0.8745,1.0335,1.1664,1.4580000000000002,0.35640000000000005,0.4212,1.8225000000000002,0.44550000000000006,0.5265000000000001,0.10890000000000001,0.1287,0.1521,3
1010,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.5,58.0,2.0,3.0,1.0,0.0,0.0,324.0,27.0,1044.0,36.0,54.0,18.0,0.0,0.0,2.25,87.0,3.0,4.5,1.5,0.0,0.0,3364.0,116.0,174.0,58.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
1011,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,35.0,1.77,85.0,3.0,3.0,3.0,2.0,1.0,1225.0,61.95,2975.0,105.0,105.0,105.0,70.0,35.0,3.1329000000000002,150.45,5.3100000000000005,5.3100000000000005,5.3100000000000005,3.54,1.77,7225.0,255.0,255.0,255.0,170.0,85.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,6.0,3.0,9.0,6.0,3.0,4.0,2.0,1.0,6
1012,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,27.19,1.68,102.87,2.67,1.1,1.23,0.21,1.0,739.2961,45.6792,2797.0353000000005,72.5973,29.909000000000002,33.4437,5.7099,27.19,2.8223999999999996,172.8216,4.4856,1.848,2.0664,0.35279999999999995,1.68,10582.236900000002,274.6629,113.15700000000001,126.5301,21.6027,102.87,7.1289,2.9370000000000003,3.2841,0.5607,2.67,1.2100000000000002,1.353,0.231,1.1,1.5129,0.2583,1.23,0.04409999999999999,0.21,1.0,3
1015,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.48,1.69,112.78,3.0,3.0,2.72,0.34,0.15,599.2704,41.3712,2760.8544,73.44,73.44,66.5856,8.3232,3.6719999999999997,2.8560999999999996,190.5982,5.07,5.07,4.5968,0.5746,0.2535,12719.3284,338.34000000000003,338.34000000000003,306.76160000000004,38.345200000000006,16.916999999999998,9.0,9.0,8.16,1.02,0.44999999999999996,9.0,8.16,1.02,0.44999999999999996,7.398400000000001,0.9248000000000002,0.40800000000000003,0.11560000000000002,0.051000000000000004,0.0225,4
1016,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,27.0,1.55,62.88,2.24,1.7,1.0,0.79,0.4,729.0,41.85,1697.76,60.480000000000004,45.9,27.0,21.330000000000002,10.8,2.4025000000000003,97.46400000000001,3.4720000000000004,2.635,1.55,1.2245000000000001,0.6200000000000001,3953.8944,140.8512,106.896,62.88,49.675200000000004,25.152,5.017600000000001,3.8080000000000003,2.24,1.7696000000000003,0.8960000000000001,2.8899999999999997,1.7,1.343,0.68,1.0,0.79,0.4,0.6241000000000001,0.31600000000000006,0.16000000000000003,5
1017,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,20.85,1.52,42.0,2.87,1.23,1.0,0.14,0.0,434.7225000000001,31.692000000000004,875.7,59.83950000000001,25.645500000000002,20.85,2.9190000000000005,0.0,2.3104,63.84,4.3624,1.8696,1.52,0.21280000000000002,0.0,1764.0,120.54,51.66,42.0,5.880000000000001,0.0,8.2369,3.5301,2.87,0.40180000000000005,0.0,1.5129,1.23,0.17220000000000002,0.0,1.0,0.14,0.0,0.019600000000000003,0.0,0.0,0
1018,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.72,52.51,2.34,3.0,2.0,0.03,1.88,324.0,30.96,945.18,42.12,54.0,36.0,0.54,33.839999999999996,2.9583999999999997,90.3172,4.0248,5.16,3.44,0.0516,3.2335999999999996,2757.3001,122.87339999999999,157.53,105.02,1.5753,98.71879999999999,5.475599999999999,7.02,4.68,0.0702,4.3991999999999996,9.0,6.0,0.09,5.64,4.0,0.06,3.76,0.0009,0.05639999999999999,3.5343999999999998,0
1020,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,36.0,1.63,80.0,3.0,3.0,1.0,0.0,0.0,1296.0,58.67999999999999,2880.0,108.0,108.0,36.0,0.0,0.0,2.6569,130.39999999999998,4.89,4.89,1.63,0.0,0.0,6400.0,240.0,240.0,80.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1021,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,17.0,1.79,57.0,2.0,4.0,2.0,2.0,1.0,289.0,30.43,969.0,34.0,68.0,34.0,34.0,17.0,3.2041,102.03,3.58,7.16,3.58,3.58,1.79,3249.0,114.0,228.0,114.0,114.0,57.0,4.0,8.0,4.0,4.0,2.0,16.0,8.0,8.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,0
