,PanelA_A,PanelA_B,PanelB_A,PanelB_B,PanelC_A,PanelC_B,PanelD_A,PanelD_B,PanelE_A,PanelE_B,PanelF_A,PanelF_B,PanelF_C,PanelF_D,PanelG_A,PanelG_B,PanelG_C,PanelG_D,PanelH_A,PanelH_B,PanelH_C,PanelH_D,PanelH_E,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Target
451,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.18,1.87,121.68,2.95,2.66,2.1,0.87,0.0,3
452,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,19.0,1.82,87.0,2.0,3.0,2.0,0.0,0.0,5
453,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,33.0,1.85,99.0,2.0,3.0,3.0,1.0,0.0,6
454,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,26.7,1.82,86.96,2.34,1.58,2.0,2.0,0.55,5
455,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.71,1.76,113.22,2.18,3.0,2.09,0.0,1.44,3
457,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,19.56,1.77,56.31,2.36,4.0,2.36,2.0,0.94,0
458,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.62,104.95,3.0,3.0,2.58,0.0,0.4,4
460,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,38.38,1.7,78.64,3.0,3.0,2.5,0.0,0.0,6
461,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.0,1.65,60.0,2.0,3.0,2.0,0.0,0.0,1
462,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,28.39,1.81,87.29,3.0,3.0,1.21,2.0,0.0,5
463,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,33.7,1.64,74.8,3.0,1.15,1.07,0.68,0.0,5
464,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,35.43,1.66,80.14,2.0,3.0,1.99,0.04,1.53,6
466,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.31,1.85,85.23,2.15,3.0,2.1,1.17,0.83,5
467,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,19.0,1.56,42.1,3.0,1.89,2.46,1.6,1.0,0
468,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,19.0,1.78,64.0,2.0,3.0,1.0,1.0,0.0,1
474,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.99,1.62,105.31,3.0,3.0,1.04,0.1,0.43,4
475,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,39.21,1.59,80.0,2.02,1.24,1.93,1.97,0.0,2
476,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19.01,1.56,44.19,2.72,3.0,1.0,1.07,0.0,0
477,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.95,1.62,109.98,3.0,3.0,2.22,0.0,0.48,4
478,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.43,1.84,118.38,1.84,3.0,2.5,1.23,0.08,3
479,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,22.72,1.6,44.58,2.6,1.11,1.49,0.35,0.0,0
481,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.63,104.88,3.0,3.0,2.57,0.16,0.42,4
484,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.5,1.69,50.0,2.0,1.63,2.98,0.55,0.37,0
485,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.68,1.78,102.95,2.0,3.0,1.62,0.57,0.0,2
486,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,37.61,1.52,77.03,2.0,2.88,1.62,0.12,0.0,2
487,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,21.0,1.75,50.0,3.0,4.0,1.0,1.0,0.0,0
488,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.28,1.95,116.89,2.0,3.0,3.0,0.98,1.0,2
489,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.01,1.78,106.45,3.0,3.0,1.91,1.91,1.03,2
491,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.33,1.72,80.01,2.0,2.78,2.0,2.54,1.21,6
492,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,31.26,1.69,71.93,2.62,3.0,1.77,0.76,0.69,5
493,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.0,1.67,83.15,2.93,1.46,2.78,0.35,1.71,2
494,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.17,1.65,82.32,2.86,3.0,1.88,0.63,0.19,2
495,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.72,1.85,122.12,3.0,2.01,1.29,0.15,0.0,3
496,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.0,1.75,120.0,2.0,3.0,2.0,2.0,1.0,3
497,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.75,51.46,2.82,3.0,1.77,1.25,1.0,0
498,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,32.38,1.64,46.66,3.0,3.11,2.72,1.44,0.0,0
499,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,24.0,1.75,84.0,3.0,3.0,2.0,1.0,0.0,6
500,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.31,1.69,133.76,3.0,3.0,1.34,1.93,0.89,4
502,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,21.02,1.67,49.87,3.0,3.0,2.59,2.0,1.0,0
503,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,36.73,1.79,100.62,2.03,2.99,2.85,2.0,0.36,2
504,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,37.44,1.52,76.2,2.0,2.99,1.6,1.34,0.0,2
505,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.86,1.75,128.71,3.0,3.0,2.41,0.99,0.68,4
506,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,24.0,1.77,76.0,2.0,3.0,3.0,1.0,1.0,1
507,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,38.4,1.55,80.0,2.67,1.14,1.4,1.65,0.0,2
508,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.2,1.77,105.0,2.69,3.0,2.65,1.0,0.0,2
509,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.0,1.84,109.2,2.0,1.55,2.19,1.0,1.68,2
510,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,33.0,1.67,74.81,2.95,1.2,1.0,0.0,0.17,5
511,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,18.0,1.76,70.0,2.0,4.0,2.0,2.0,1.0,1
512,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,25.45,1.66,104.55,2.86,1.34,1.53,0.17,1.26,3
513,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.0,1.75,70.0,2.0,3.0,3.0,1.0,1.0,1
514,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.63,111.95,3.0,3.0,2.74,0.0,0.08,4
515,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,18.0,1.7,55.0,2.0,3.0,2.0,0.0,0.0,1
516,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,22.0,1.6,55.0,3.0,4.0,3.0,2.0,0.0,1
518,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,19.0,1.6,60.0,2.0,3.0,2.0,0.0,1.0,1
519,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,28.42,1.83,107.11,2.47,2.94,2.48,1.0,1.67,2
520,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.18,1.66,79.86,2.49,2.27,1.99,1.45,0.86,6
521,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,19.0,1.63,58.0,3.0,3.0,2.0,0.0,0.0,1
522,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,38.0,1.7,78.0,3.0,3.0,2.0,0.0,0.0,6
523,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.01,1.75,127.9,3.0,3.0,1.71,0.39,1.0,4
525,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,23.0,1.8,60.0,2.0,3.0,3.0,0.0,1.0,1
526,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,36.0,1.58,60.0,3.0,3.0,1.0,2.0,0.0,1
529,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.13,1.67,112.56,3.0,3.0,2.87,0.12,0.03,4
530,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.32,1.77,138.14,3.0,3.0,2.82,1.57,0.69,4
531,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,40.0,1.57,62.21,2.25,3.0,2.76,1.02,0.21,5
533,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,40.37,1.72,109.35,2.28,3.77,1.0,1.33,0.0,3
534,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,37.83,1.61,80.0,2.04,1.82,1.93,1.85,0.0,2
536,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.91,1.64,101.07,2.8,1.34,1.13,0.23,0.82,3
537,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.04,1.7,51.69,2.82,3.0,2.0,0.53,1.1,0
539,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,35.0,1.53,45.0,3.0,3.0,1.0,0.0,1.0,1
540,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.02,1.83,105.44,3.0,3.0,2.22,1.78,1.59,2
541,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.71,1.84,122.02,3.0,2.53,1.65,1.03,0.0,3
542,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.71,1.57,69.74,2.42,3.0,1.94,1.42,1.0,6
543,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,24.01,1.62,100.94,2.87,1.83,1.02,0.24,0.97,3
545,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,31.39,1.81,105.25,2.4,2.04,2.66,1.06,1.77,2
546,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.88,1.71,83.95,2.0,2.66,1.81,0.81,1.0,6
547,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,20.0,1.8,75.0,3.0,4.0,3.0,2.0,0.0,1
548,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,24.44,1.87,121.83,2.72,2.66,2.38,1.3,0.0,3
549,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,23.0,1.74,93.5,2.0,3.0,1.0,1.0,1.0,2
552,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.03,1.66,77.27,2.06,2.81,3.0,0.36,0.79,6
554,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,19.0,1.67,64.0,3.0,3.0,2.0,2.0,1.0,1
555,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.51,1.77,114.1,2.19,3.0,2.09,1.36,0.86,3
556,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,33.95,1.68,77.43,3.0,2.05,2.0,1.64,0.11,6
557,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.33,1.73,131.53,3.0,3.0,1.3,1.74,0.94,4
559,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.74,1.8,138.03,3.0,3.0,2.69,1.17,0.74,4
560,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,38.68,1.5,76.64,2.0,3.0,1.0,0.0,0.0,2
561,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,19.91,1.53,68.85,2.26,3.53,1.17,0.68,1.0,6
563,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.88,1.76,108.72,3.0,3.0,1.27,1.94,0.0,2
564,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,34.1,1.84,91.8,2.0,3.0,1.26,0.94,1.0,6
565,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17.7,1.88,60.0,3.0,3.63,2.0,2.01,0.46,0
566,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,30.69,1.64,100.0,2.96,2.12,1.0,1.7,0.62,3
567,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,17.89,1.73,84.06,2.02,2.84,2.83,1.0,0.61,6
568,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.48,1.86,117.57,2.03,3.0,2.53,1.31,0.07,3
576,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.74,1.56,71.79,3.0,3.13,2.0,1.63,1.0,6
577,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.6,1.74,128.11,3.0,3.0,1.8,1.43,0.97,4
578,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,33.0,1.63,62.0,2.0,3.0,2.0,1.0,1.0,1
579,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,38.69,1.55,62.34,2.96,2.97,2.87,0.0,0.55,5
580,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,20.98,1.72,132.05,3.0,3.0,1.68,1.68,0.82,4
583,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.83,1.74,50.0,2.19,3.42,1.36,1.35,0.98,0
584,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.91,1.75,49.93,2.49,3.57,1.49,1.95,0.96,0
585,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,21.67,1.75,96.94,2.0,3.0,2.77,2.36,1.21,2
589,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,38.54,1.52,79.84,2.0,3.0,1.1,0.0,0.0,2
591,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17.49,1.84,58.94,2.77,3.82,2.0,2.0,0.56,0
592,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,34.0,1.84,88.0,3.0,3.0,1.0,2.0,0.0,5
593,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.31,1.75,50.0,2.31,3.56,1.79,1.93,0.83,0
595,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17.12,1.81,58.97,2.52,4.0,2.0,2.0,0.04,0
598,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,18.2,1.54,71.8,3.0,3.09,2.0,1.4,1.0,6
599,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.61,107.01,3.0,3.0,2.68,0.0,0.51,4
600,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,26.27,1.66,90.0,2.0,3.0,3.0,0.67,0.51,2
601,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,30.68,1.92,129.97,2.11,3.0,1.01,0.99,0.05,3
602,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,16.61,1.78,44.76,2.91,3.1,2.2,2.33,1.55,0
603,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.64,59.0,2.0,3.0,1.0,1.0,1.0,1
604,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.82,1.55,67.47,2.3,3.0,1.16,1.93,1.12,6
605,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,40.0,1.68,80.0,3.0,3.0,3.0,0.0,0.0,6
606,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,28.4,1.79,112.17,1.88,3.0,2.02,0.0,0.33,3
607,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,37.19,1.7,107.95,2.55,3.99,1.0,1.98,0.0,3
608,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.72,1.65,89.14,2.1,2.96,3.0,0.63,1.0,2
609,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.47,1.51,64.81,2.25,3.99,2.0,0.93,0.89,6
610,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,33.17,1.75,118.3,2.22,3.0,2.1,0.77,0.26,3
611,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.93,1.77,105.0,3.0,3.0,2.05,1.73,1.62,2
612,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,19.0,1.53,42.0,2.84,1.27,1.7,0.26,0.64,0
615,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.79,1.82,85.0,3.0,3.0,2.76,1.76,0.45,5
616,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.64,111.68,3.0,3.0,2.63,0.0,0.24,4
617,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,23.02,1.58,44.38,2.2,2.13,2.12,1.0,0.0,0
618,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.68,1.68,89.99,2.1,2.38,2.22,1.52,0.0,2
619,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,25.0,1.83,121.0,3.0,3.0,3.0,2.0,0.0,3
620,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,17.0,1.53,55.0,2.0,3.0,1.0,0.0,1.0,1
621,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.52,1.67,104.77,3.0,3.0,1.44,0.17,0.76,4
622,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.02,1.79,115.38,1.74,3.0,2.04,1.39,0.39,3
623,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,23.0,1.77,90.0,2.12,3.0,1.0,0.0,1.07,6
624,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,29.88,1.78,112.44,2.07,3.0,2.08,0.0,0.68,3
625,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.76,1.67,49.13,2.88,3.28,1.96,1.51,1.0,0
628,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,19.16,1.66,77.47,2.01,1.4,3.0,0.11,0.33,6
630,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,29.0,1.7,78.0,3.0,3.0,1.0,2.0,1.0,6
631,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,34.99,1.75,84.78,2.63,2.98,2.78,2.67,0.91,6
632,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,25.51,1.66,104.32,2.75,1.21,1.45,0.13,1.24,3
633,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,21.03,1.61,67.72,2.0,3.69,3.0,1.23,0.34,5
634,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.94,1.6,102.32,3.0,3.0,1.0,0.01,0.57,4
635,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21.0,1.72,80.0,2.0,3.0,2.0,2.0,1.0,6
636,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,28.83,1.7,78.0,3.0,3.0,1.7,1.73,1.0,6
638,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,18.0,1.77,87.0,3.0,3.0,2.0,1.0,1.0,6
639,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,24.04,1.6,99.61,3.0,1.26,1.0,0.88,1.38,3
640,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.93,1.7,75.0,2.0,3.0,2.76,1.5,0.13,5
642,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.79,51.52,2.92,3.0,1.78,1.08,1.0,0
646,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,21.94,1.61,67.94,1.91,3.99,2.6,1.92,1.38,5
648,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,17.97,1.72,85.0,2.0,3.0,2.8,1.0,0.42,6
650,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,21.81,1.71,51.6,3.0,3.16,1.25,0.54,0.26,0
652,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,19.73,1.79,58.2,2.51,3.44,2.08,2.03,1.44,0
653,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,23.0,1.6,52.0,2.0,4.0,2.0,2.0,1.0,1
654,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.03,1.82,105.13,3.0,3.0,2.11,1.89,1.58,2
655,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,24.47,1.65,91.2,1.49,3.0,1.01,0.92,0.73,2
658,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,26.0,1.64,111.56,3.0,3.0,2.63,0.0,0.18,4
659,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,21.0,1.61,69.46,2.0,1.26,3.0,1.0,0.0,5
661,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,34.82,1.81,90.14,2.0,1.81,2.17,0.34,0.02,6
665,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,34.29,1.84,96.02,2.0,1.55,3.0,1.0,0.0,6
666,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.31,1.69,113.45,3.0,3.0,2.99,0.39,0.28,4
668,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,33.1,1.84,87.86,2.81,2.61,1.86,2.0,0.52,5
669,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,19.95,1.53,42.0,2.73,1.26,1.0,1.37,0.0,0
670,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,22.0,1.69,65.0,2.0,3.0,2.0,1.0,1.0,1
673,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,30.64,1.65,102.58,2.92,2.14,1.18,0.96,0.64,3
674,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,25.76,1.77,115.46,2.2,3.0,2.16,1.29,1.22,3
675,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.0,1.78,50.87,2.05,3.0,2.0,0.52,1.0,0
676,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,24.08,1.73,97.91,2.0,3.0,2.84,1.31,1.34,2
677,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,22.88,1.67,86.0,2.29,2.59,2.51,0.31,1.0,2
678,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,38.83,1.78,85.69,2.9,1.12,2.76,0.86,1.0,6
679,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,39.13,1.56,76.66,2.0,3.0,1.44,0.0,0.0,2
680,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.31,1.75,133.55,3.0,3.0,2.92,1.54,0.63,4
681,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.89,1.66,90.0,2.0,3.0,3.0,0.6,0.97,2
682,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,23.0,1.65,58.5,2.0,3.0,2.0,0.0,0.0,1
